objid,author_ML_score,protege_score,protege_rank,ra,dec,peak_flux,x,y,original_image,obj_size_pixels,evaluation_subset_author_ML_score
img37_isl58,3,3.298102802025848,247,87.4006,-26.1474,0.00053676853562,67,204,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,130,-1
img32_isl1469,4,3.2954371310750026,248,77.7539,-8.0513,0.00516904174959,1531,1638,RXCJ0510.7-0801_aFix_Pol_I_Farcsec_5pln_cor.FITS,98,-1
img97_isl1858,3,3.2921381057682377,249,92.0135,-49.8542,0.00060392125174,1309,689,J0607.0-4928_aFix_pol_I_Farcsec_5pln_cor.FITS,109,-1
img2_isl2640,5,3.2920856316659792,250,3.7677,-31.8146,0.00597723683959,2552,523,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,66,5
img57_isl3942,4,3.2898512451756217,251,228.8805,-46.1458,0.00403302858248,3299,2991,J1518.3-4632_aFix_pol_I_Farcsec_5pln_cor.FITS,209,-1
img21_isl3846,2,3.287471997829412,252,357.5916,-19.8136,0.0002970734355,2213,2015,RXCJ2351.0-19_noFix_pol_I_Farcsec_5pln_cor.FITS,166,-1
img85_isl975,3,3.2873236341750247,253,100.3596,-54.2481,0.00354205389812,637,969,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img54_isl4908,-1,3.28695932421892,254,72.2063,-44.3104,0.00097776309546,2293,2786,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,127,-1
img48_isl1035,5,3.285876140968448,255,72.8359,-2.4803,0.00931092712087,1059,3222,PLCK_G200.9-28.2_aFix_pol_I_Farcsec_5pln_cor.FITS,294,-1
img92_isl421,3,3.278442819957,256,33.9226,-46.8697,0.00019869780331,354,2480,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,102,-1
img103_isl2882,-1,3.2720651985547544,257,26.2974,-53.0805,0.00151459583318,1664,1536,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,102,-1
img100_isl1374,-1,3.270121644049674,258,350.8953,-12.389,0.00207691280255,2957,965,Abell_2597_noFix_pol_I_Farcsec_5pln_cor.FITS,108,-1
img80_isl958,4,3.2698952446473384,259,198.8692,-24.8927,0.00032188797096,1070,2902,RXCJ1314_aFix_pol_I_Farcsec_5pln_cor.FITS,80,4
img65_isl2443,-1,3.267476797041346,260,35.9956,-29.3629,0.00167582019691,2681,2121,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,121,3
img114_isl3084,4,3.265584638068791,261,79.088,-54.6425,9.318526309e-05,1931,1422,J0516.6-5430_aFix_pol_I_Farcsec_5pln_cor.FITS,59,-1
img78_isl1171,4,3.263260781497211,262,3.9455,-30.5438,9.966002049e-05,826,1322,Abell_2744_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img101_isl3117,-1,3.2621751834598776,263,190.0337,-48.4384,0.08413897904488,1773,1712,J1240.2-4825_aFix_pol_I_Farcsec_5pln_cor.FITS,159,-1
img82_isl2606,4,3.2621454489530084,264,96.2655,-54.1901,0.00012846411433,2285,302,J0626.3-5341_aFix_pol_I_Farcsec_5pln_cor.FITS,123,-1
img72_isl5804,-1,3.2557368577546963,265,214.9952,-54.093,0.00103226386482,3309,2035,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,191,-1
img104_isl3343,4,3.25189208202508,266,101.2691,-54.3117,0.00034155163264,1902,1460,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,65,-1
img29_isl227,-1,3.251708049325888,267,95.0173,-47.8938,0.00115981584774,196,1464,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,111,-1
img74_isl3078,2,3.251117123973218,268,212.575,-42.8069,0.00202528069128,1821,1643,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,183,-1
img17_isl1152,-1,3.248696971374465,269,241.6668,-76.1037,0.03712067606785,907,708,J1601.7-7544_aFix_pol_I_Farcsec_5pln_cor.FITS,132,-1
img61_isl4241,4,3.2482995867004165,270,115.9777,-54.2438,0.00148500121331,2359,1310,J0745.1-5404_aFix_pol_I_Farcsec_5pln_cor.FITS,87,-1
img41_isl6054,3,3.2476783761417414,271,18.9245,-55.1627,0.00238136178623,2611,1037,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,100,-1
img18_isl631,3,3.243459525663712,272,42.2068,-53.0048,0.0001172022886,344,1900,Abell_S295_aFix_pol_I_Farcsec_5pln_cor.FITS,51,3
img39_isl2050,-1,3.2415681220613823,273,85.8717,-43.9273,0.00155874789784,1688,3392,J0543.4-4430_aFix_pol_I_Farcsec_5pln_cor.FITS,96,4
img15_isl73,1,3.2413821425117257,274,192.9241,-41.1374,0.00049768272859,157,2213,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,185,-1
img87_isl1486,4,3.232351898312368,275,251.6329,-73.4137,5.746113205e-05,1526,2245,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img96_isl1222,-1,3.2306404574415724,276,234.0806,-46.5053,0.00836269378926,1147,3093,J1535.1-4658_aFix_pol_I_Farcsec_5pln_cor.FITS,124,-1
img109_isl6686,2,3.23004197883329,277,81.5861,-39.6626,0.00018737062002,3167,1147,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img25_isl1271,1,3.228063685364066,278,47.2237,-78.2114,0.04926959555262,975,734,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,176,-1
img0_isl1996,-1,3.222991321013898,279,96.3655,-55.0936,0.00410157557791,1651,2471,J0625.2-5521_aFix_pol_I_Farcsec_5pln_cor.FITS,107,-1
img93_isl6537,4,3.222328286027032,280,2.7563,-66.0111,0.00044883832926,2690,1912,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,73,-1
img114_isl2550,3,3.21877572555295,281,79.2291,-54.8603,9.577180277e-05,1685,766,J0516.6-5430_aFix_pol_I_Farcsec_5pln_cor.FITS,115,-1
img82_isl821,2,3.2150081912796638,282,97.1964,-53.2603,0.00037806892289,694,2976,J0626.3-5341_aFix_pol_I_Farcsec_5pln_cor.FITS,71,-1
img92_isl4539,3,3.2141193123888336,283,32.8301,-47.1584,0.00027432093773,2501,1653,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,97,-1
img23_isl2640,3,3.211902380810659,284,335.4604,-52.3373,0.00020475828014,1900,2447,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,82,-1
img84_isl1373,2,3.211649657817147,285,56.1286,-53.8864,0.08475672427995,1042,1003,J0342.8-5338_aFix_pol_I_Farcsec_5pln_cor.FITS,116,-1
img47_isl1314,-1,3.210173862137519,286,99.7986,-48.0314,0.00232269522273,863,3151,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,136,-1
img94_isl1958,-1,3.2101362230512263,287,49.7634,-44.4179,0.00884950969073,1174,1212,J0317.9-4414_aFix_pol_I_Farcsec_5pln_cor.FITS,181,-1
img60_isl6006,-1,3.2088709195092653,288,179.7384,-46.9128,0.01082331805575,2891,231,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,114,2
img93_isl5303,3,3.2081161388699138,289,3.1391,-65.8751,0.00027421290625,2244,2308,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,107,-1
img42_isl2660,-1,3.207361148504006,290,5.1646,-25.5886,0.00373541188735,1798,2211,Abell_22_aFix_pol_I_Farcsec_5pln_cor.FITS,127,-1
img84_isl5135,-1,3.203421243286564,291,55.042,-54.1524,0.01484709941969,2879,234,J0342.8-5338_aFix_pol_I_Farcsec_5pln_cor.FITS,100,-1
img65_isl440,4,3.201283926588375,292,36.7665,-29.5365,0.00101372232464,748,1622,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,58,4
img55_isl2683,3,3.197996443000485,293,66.9451,-61.1543,0.00076300779119,2986,2554,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,64,-1
img93_isl307,3,3.197289989146652,294,4.886,-66.14,0.00024788987707,204,1531,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img65_isl2789,1,3.1969666208624576,295,35.8956,-29.6158,0.00014607078178,2929,1392,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,58,1
img71_isl495,-1,3.196557776208192,296,13.4646,-48.6964,0.0048101123202,459,1329,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,216,-1
img72_isl1291,-1,3.196505803899336,297,216.4541,-54.6265,0.00089533723799,856,506,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,89,-1
img40_isl1640,2,3.1954259602192154,298,64.5947,-54.8561,0.00021969483681,1052,3348,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img88_isl5876,2,3.195104317898155,299,357.5101,-25.8715,0.02075605788786,2789,2338,Abell_2667_noFix_pol_I_Farcsec_5pln_cor.FITS,90,-1
img15_isl2015,3,3.1926373873324803,300,191.8224,-41.23,0.00059109308951,2545,1951,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,78,-1
img2_isl1781,-1,3.1911954588859475,301,4.0496,-31.3987,0.05486405555881,1830,1778,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,204,5
img0_isl160,-1,3.18858123606262,302,97.2413,-55.5685,0.02573500546514,226,1093,J0625.2-5521_aFix_pol_I_Farcsec_5pln_cor.FITS,100,-1
img28_isl4817,-1,3.1872752199268306,303,33.3459,-48.4054,0.03289138645003,3277,1402,J0216.3-4816_aFix_pol_I_Farcsec_5pln_cor.FITS,169,2
img12_isl5502,-1,3.1860429800444594,304,348.9717,-85.118,0.00320020318599,3189,1810,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,116,-1
img66_isl276,-1,3.18589882165432,305,109.1112,-60.9169,0.04717746124511,205,521,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,139,2
img109_isl1557,4,3.185048250830423,306,82.5971,-39.5678,0.00045458921216,925,1423,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img37_isl4128,-1,3.184005389683133,307,86.1534,-25.1026,0.00572167600903,3456,3353,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,98,-1
img4_isl3094,-1,3.1778176486954037,308,36.5546,-41.9805,0.00269824664487,1564,1525,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,99,3
img99_isl1010,-1,3.177279034059601,309,351.4598,-41.7401,0.07749561680236,1351,207,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,90,-1
img72_isl5242,-1,3.173825134098604,310,215.2455,-54.2519,0.00053974334661,2882,1582,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,87,-1
img23_isl3800,-1,3.173028907551965,311,335.0893,-52.5896,0.00203825116251,2548,1718,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,129,-1
img4_isl3837,-1,3.1728936818805504,312,36.4121,-42.0092,0.00018347080396,1869,1442,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,89,4
img85_isl6954,3,3.1684863928452285,313,98.807,-53.7199,0.00208235973837,3391,2556,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img83_isl2375,4,3.166409946392454,314,58.3584,-73.9527,0.00294343121317,1551,1966,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,94,-1
img43_isl5563,2,3.1657906823363526,315,277.7149,-77.1534,0.00049589523094,3290,1703,J1840.6-7709_aFix_pol_I_Farcsec_5pln_cor.FITS,64,-1
img35_isl2466,3,3.1649508599945757,316,104.7112,-56.2738,0.0025630241814,1598,787,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,127,-1
img64_isl3922,3,3.1625077813886766,317,72.9993,-10.5281,0.00111993321043,3248,910,Abell_521_noFix_pol_I_Farcsec_5pln_cor.FITS,85,-1
img101_isl6261,-1,3.1617500720190224,318,189.208,-47.8541,0.01530560345111,3369,3386,J1240.2-4825_aFix_pol_I_Farcsec_5pln_cor.FITS,94,-1
img74_isl2381,2,3.160045869550793,319,212.7736,-42.8156,0.00033508326895,1402,1617,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img54_isl3786,-1,3.1586530731052944,320,72.4126,-44.6972,0.00216454139184,1867,1673,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,85,-1
img101_isl5751,-1,3.156128613457612,321,189.3905,-47.849,0.01419209863857,3017,3404,J1240.2-4825_aFix_pol_I_Farcsec_5pln_cor.FITS,107,-1
img56_isl4719,2,3.151398657200895,322,2.8678,-18.9998,0.00117890983368,3134,3169,Abell_13_noFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img60_isl4242,-1,3.1509138861855543,323,180.168,-46.9453,7.868834826e-05,2007,136,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,47,4
img4_isl137,-1,3.1507386705739555,324,37.217,-42.1672,0.01943316062182,150,980,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,144,3
img88_isl6147,-1,3.149784524637078,325,357.4581,-25.8347,0.00793989524232,2925,2443,Abell_2667_noFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img106_isl3369,2,3.149342398267133,326,38.1335,-43.9043,0.00015913190946,1671,3144,J0232.2-4420_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img19_isl3034,-1,3.1485967081462305,327,176.3715,-53.928,0.00342812265216,1795,2919,J1145.6-5420_aFix_pol_I_Farcsec_5pln_cor.FITS,132,2
img98_isl1420,2,3.1484045403352425,328,146.2855,-75.97,0.18792170556556,1428,2772,J0943.4-7619_aFix_pol_I_Farcsec_5pln_cor.FITS,132,-1
img2_isl1425,3,3.143767462749471,329,4.1809,-31.4476,0.00053823009102,1493,1630,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,64,3
img88_isl6253,3,3.141317199200361,330,357.443,-26.3498,0.00124263833652,2958,960,Abell_2667_noFix_pol_I_Farcsec_5pln_cor.FITS,120,-1
img49_isl838,4,3.140564359867435,331,123.8242,-56.8677,0.00053500977119,659,2910,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img53_isl296,-1,3.1405122114283888,332,35.1309,-52.888,0.02883429895812,290,1314,J0217.2-5244_aFix_pol_I_Farcsec_5pln_cor.FITS,144,-1
img36_isl1276,5,3.1395965204574896,333,93.1327,-48.5462,0.00010274403983,778,2476,J0610.5-4848_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img20_isl5372,-1,3.1392557901539044,334,84.4014,-43.2055,0.000868018395,3216,2335,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,84,-1
img95_isl5621,3,3.137864593369878,335,85.683,-48.4919,0.00221322157915,3055,133,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,115,-1
